NamedEntity-Miscellanies: CSU-Fraktion |frequenzy: 4016
NamedEntity-Miscellanies: Volksgenosse  |frequenzy: 1
NamedEntity-Miscellanies: Die Reduktion |frequenzy: 1
NamedEntity-Miscellanies: Machbar |frequenzy: 1
NamedEntity-Miscellanies: europäischen Sozialstaaten |frequenzy: 1
NamedEntity-Miscellanies: rangieren – |frequenzy: 1
NamedEntity-Miscellanies: Gewichtungsprozess |frequenzy: 1
NamedEntity-Miscellanies: Millionen von Jahre |frequenzy: 1
NamedEntity-Miscellanies: Cybersecurity Act der EU |frequenzy: 1
NamedEntity-Miscellanies: Hightech-Agenda |frequenzy: 1
NamedEntity-Miscellanies: Ein Bereich |frequenzy: 1
NamedEntity-Miscellanies: CO 2 -Ziele |frequenzy: 1
NamedEntity-Miscellanies: Die Ferkelzüchter |frequenzy: 1
NamedEntity-Miscellanies: Das lassen wir uns |frequenzy: 1
NamedEntity-Miscellanies: Territorialprinzip“ Sie |frequenzy: 1
NamedEntity-Miscellanies: WhatsApp-Verkehr |frequenzy: 1
NamedEntity-Miscellanies: Zünden des digitalen Turbos |frequenzy: 1
NamedEntity-Miscellanies: Preises  |frequenzy: 1
NamedEntity-Miscellanies: Sartane-Wirkstoff |frequenzy: 1
NamedEntity-Miscellanies: Liebelei |frequenzy: 1
NamedEntity-Miscellanies: furchtbaren Weltkrieg |frequenzy: 1
NamedEntity-Miscellanies: Schwarz-Gelben |frequenzy: 1
NamedEntity-Miscellanies: Die Registerbehörde |frequenzy: 1
NamedEntity-Miscellanies: Teilpflegepersonal-Stärkungsgesetz |frequenzy: 1
NamedEntity-Miscellanies: Koordinierende Zeitzeugenbüro |frequenzy: 1
NamedEntity-Miscellanies: technisch-wissenschaftlichem |frequenzy: 1
NamedEntity-Miscellanies: Protokoll1Anlage 10 gegeben– |frequenzy: 1
NamedEntity-Miscellanies: Masernerkrankungen |frequenzy: 1
NamedEntity-Miscellanies: Future-Kontrakte |frequenzy: 1
NamedEntity-Miscellanies: rausgehen – Doch |frequenzy: 1
NamedEntity-Miscellanies: KfW-Kredits |frequenzy: 1
NamedEntity-Miscellanies: Politikern sein– |frequenzy: 1
NamedEntity-Miscellanies: Arbeitsattitüde der Großen |frequenzy: 1
NamedEntity-Miscellanies: Aufstiegsstipendium  |frequenzy: 1
NamedEntity-Miscellanies: baldiger |frequenzy: 1
NamedEntity-Miscellanies: Kabinett Ihre Kollegen von Verteidigung, Arbeit und Soziales |frequenzy: 1
NamedEntity-Miscellanies: Der Regierung |frequenzy: 1
NamedEntity-Miscellanies: Existenzielle Sicherheitsentscheidungen |frequenzy: 1
NamedEntity-Miscellanies: schön anderes |frequenzy: 1
NamedEntity-Miscellanies: jungen Kameraden |frequenzy: 1
NamedEntity-Miscellanies: Cum/Cum-Geschäften |frequenzy: 1
NamedEntity-Miscellanies: Aufblühen |frequenzy: 1
NamedEntity-Miscellanies: Social Entrepreneurship Netzwerk |frequenzy: 1
NamedEntity-Miscellanies: Berichtspflicht Sturm |frequenzy: 1
NamedEntity-Miscellanies: Deutsch-Russischen Kriegsgräberabkommens |frequenzy: 1
NamedEntity-Miscellanies: Mut zur Gestaltung der Energiewende |frequenzy: 1
NamedEntity-Miscellanies: Jahr 2050   |frequenzy: 1
NamedEntity-Miscellanies: 941 Milliarden Euro |frequenzy: 1
NamedEntity-Miscellanies: Aufstand der gelben Westen |frequenzy: 1
NamedEntity-Miscellanies: Verfassungstages |frequenzy: 1
NamedEntity-Miscellanies: Co auf den Feldern und Nitrat |frequenzy: 1
NamedEntity-Miscellanies: gerungen –  |frequenzy: 1
NamedEntity-Miscellanies: Da empfehle ich schon |frequenzy: 1
NamedEntity-Miscellanies: Kündigungsfristen |frequenzy: 1
NamedEntity-Miscellanies: Parlamentarischer Staatssekretär Fuchtel |frequenzy: 1
NamedEntity-Miscellanies: Ausschusses ab! |frequenzy: 1
NamedEntity-Miscellanies: Baustellen auf Bundesautobahnen |frequenzy: 1
NamedEntity-Miscellanies: Verwaltungsverfahrensgesetzes des Bundes |frequenzy: 1
NamedEntity-Miscellanies: WoistScholz |frequenzy: 1
NamedEntity-Miscellanies: Cooler Typ |frequenzy: 1
NamedEntity-Miscellanies: Deutschland – Stichwort |frequenzy: 1
NamedEntity-Miscellanies: EU-Agrarsubventionen  |frequenzy: 1
NamedEntity-Miscellanies: Böckler Impuls |frequenzy: 1
NamedEntity-Miscellanies: PDSG |frequenzy: 1
NamedEntity-Miscellanies: Dürrekatastrophe |frequenzy: 1
NamedEntity-Miscellanies: Vertragsabschlüssen |frequenzy: 1
NamedEntity-Miscellanies: schön den Staat |frequenzy: 1
NamedEntity-Miscellanies: Pro-Antifa-Fraktionen |frequenzy: 1
NamedEntity-Miscellanies: Sieben Jahre Mietpreisbremse |frequenzy: 1
NamedEntity-Miscellanies: integrationspolitischen |frequenzy: 1
NamedEntity-Miscellanies: Neben-mir |frequenzy: 1
NamedEntity-Miscellanies: Bundesbürger  |frequenzy: 1
NamedEntity-Miscellanies: Neue-Kraftwerke-Gesetz |frequenzy: 1
NamedEntity-Miscellanies: Turner-Syndrom |frequenzy: 1
NamedEntity-Miscellanies: Im Jahr 1973 |frequenzy: 1
NamedEntity-Miscellanies: Deutsche Polizeigewerkschaft |frequenzy: 1
NamedEntity-Miscellanies: DDR-Sozialismus |frequenzy: 1
NamedEntity-Miscellanies: Dr  Stamp |frequenzy: 1
NamedEntity-Miscellanies: Ihr Partner |frequenzy: 1
NamedEntity-Miscellanies: Deutschland Vorreiter |frequenzy: 1
NamedEntity-Miscellanies: Gebäudesektor CO |frequenzy: 1
NamedEntity-Miscellanies: Protokoll 1Anlage 11 – Ich |frequenzy: 1
NamedEntity-Miscellanies: transfeindlicher |frequenzy: 1
NamedEntity-Miscellanies: Angriff auf die Hochschulbildung |frequenzy: 1
NamedEntity-Miscellanies: Siegs |frequenzy: 1
NamedEntity-Miscellanies: Cloud-Infrastruktur |frequenzy: 1
NamedEntity-Miscellanies: Aufstand gegen Tyrannei und Unterdrückung |frequenzy: 1
NamedEntity-Miscellanies: Ausbau­pfad |frequenzy: 1
NamedEntity-Miscellanies: Feststellungen |frequenzy: 1
NamedEntity-Miscellanies: IT-Sicherheitspolitik |frequenzy: 1
NamedEntity-Miscellanies: Bild-Zeitung |frequenzy: 1
NamedEntity-Miscellanies: Euro von Deutschland |frequenzy: 1
NamedEntity-Miscellanies: Jahren Bund |frequenzy: 1
NamedEntity-Miscellanies: Hineinstolpern |frequenzy: 1
NamedEntity-Miscellanies: Preisträgers |frequenzy: 1
NamedEntity-Miscellanies: Krisenjahre |frequenzy: 1
NamedEntity-Miscellanies: Austauschen von Bildern |frequenzy: 1
NamedEntity-Miscellanies: Arbeitslosengeld-Plus-Bezug |frequenzy: 1
NamedEntity-Miscellanies: Ost-West-Debatte |frequenzy: 1
NamedEntity-Miscellanies: Cargoaufkommen |frequenzy: 1
NamedEntity-Miscellanies: ILO-Übereinkommen Nr  81 |frequenzy: 1
NamedEntity-Miscellanies: slawischer |frequenzy: 1
NamedEntity-Miscellanies: Dnepr |frequenzy: 1
NamedEntity-Miscellanies: Power-to-X-Wirtschaft |frequenzy: 1
NamedEntity-Miscellanies: Ihres Baukindergeldes |frequenzy: 1
NamedEntity-Miscellanies: Die Jahre des Kampfes |frequenzy: 1
NamedEntity-Miscellanies: bengalische |frequenzy: 1
NamedEntity-Miscellanies: Jahr 37  |frequenzy: 1
NamedEntity-Miscellanies: Kasten |frequenzy: 1
NamedEntity-Miscellanies: Alltags der Kinder |frequenzy: 1
NamedEntity-Miscellanies: Bombardements 4   |frequenzy: 1
NamedEntity-Miscellanies: Die Testung |frequenzy: 1
NamedEntity-Miscellanies: Imamen |frequenzy: 1
NamedEntity-Miscellanies: CSU Die Finanzminister |frequenzy: 1
NamedEntity-Miscellanies: Dumping |frequenzy: 1
NamedEntity-Miscellanies: 70 Jahre Sicherheit |frequenzy: 1
NamedEntity-Miscellanies: Sicherheit“?Sie |frequenzy: 1
NamedEntity-Miscellanies: Hunderttausend britischen Staatsbürgerinnen |frequenzy: 1
NamedEntity-Miscellanies: Pflegestatistik  |frequenzy: 1
NamedEntity-Miscellanies: BAuA |frequenzy: 1
NamedEntity-Miscellanies: vier Jahre der Großen Koalition |frequenzy: 1
NamedEntity-Miscellanies: Finanz­institute |frequenzy: 1
NamedEntity-Miscellanies: Russland-Hetze |frequenzy: 1
NamedEntity-Miscellanies: Rassismus“-Keule |frequenzy: 1
NamedEntity-Miscellanies: G 9 |frequenzy: 1
NamedEntity-Miscellanies: Die Agenda |frequenzy: 1
NamedEntity-Miscellanies: bauaufsichtliche |frequenzy: 1
NamedEntity-Miscellanies: Committee on Foreign Investments |frequenzy: 1
NamedEntity-Miscellanies: Krieg der Religionen |frequenzy: 1
NamedEntity-Miscellanies: Schusterhandwerk |frequenzy: 1
NamedEntity-Miscellanies: Linken im Jahr 2016 |frequenzy: 1
NamedEntity-Miscellanies: Wasserstoff-Brennstoff-Zelle |frequenzy: 1
NamedEntity-Miscellanies: Dritten Ausschuss der Vereinten Nationen |frequenzy: 1
NamedEntity-Miscellanies: Holzpreisen |frequenzy: 1
NamedEntity-Miscellanies: ELLIS |frequenzy: 1
NamedEntity-Miscellanies: Debatte am Mittwoch |frequenzy: 1
NamedEntity-Miscellanies: WTO-Generaldirektors |frequenzy: 1
NamedEntity-Miscellanies: IS territorial |frequenzy: 1
NamedEntity-Miscellanies: Widerstandskämpfer gegen den Nationalsozialismus |frequenzy: 1
NamedEntity-Miscellanies: Türkisch-Islamischen |frequenzy: 1
NamedEntity-Miscellanies: Forderung 200 NGOs |frequenzy: 1
NamedEntity-Miscellanies: Konjunkturprogrammen |frequenzy: 1
NamedEntity-Miscellanies: Elisabeth-Selbert-Initiative |frequenzy: 1
NamedEntity-Miscellanies: Warburg-Bank 47 Millionen Euro |frequenzy: 1
NamedEntity-Miscellanies: Placebo-Antrag |frequenzy: 1
NamedEntity-Miscellanies: DDR Ich |frequenzy: 1
NamedEntity-Miscellanies: Repowering-Flächen  |frequenzy: 1
NamedEntity-Miscellanies: Innenräumen  |frequenzy: 1
NamedEntity-Miscellanies: kurdische |frequenzy: 1
NamedEntity-Miscellanies: NATO-Zustimmung |frequenzy: 1
NamedEntity-Miscellanies: Landesgericht |frequenzy: 1
NamedEntity-Miscellanies: Einzelhandelsentwicklungspläne |frequenzy: 1
NamedEntity-Miscellanies: Habib im Jahr 2018 |frequenzy: 1
NamedEntity-Miscellanies: Immer-weiter-so |frequenzy: 1
NamedEntity-Miscellanies: Waffen­embargo |frequenzy: 1
NamedEntity-Miscellanies: Vergangenes Jahr |frequenzy: 1
NamedEntity-Miscellanies: radioaktiven Abfalls |frequenzy: 1
NamedEntity-Miscellanies: Paris-Abkommens |frequenzy: 1
NamedEntity-Miscellanies: Bummelzug |frequenzy: 1
NamedEntity-Miscellanies: Transferbezugs |frequenzy: 1
NamedEntity-Miscellanies: Tag Steuern |frequenzy: 1
NamedEntity-Miscellanies: Dauerangst |frequenzy: 1
NamedEntity-Miscellanies: Auslandsstraftaten |frequenzy: 1
NamedEntity-Miscellanies: Klein-Klein-Basar |frequenzy: 1
NamedEntity-Miscellanies: Eingeschlichen |frequenzy: 1
NamedEntity-Miscellanies: Ministerium 61 |frequenzy: 1
NamedEntity-Miscellanies: Elektrikers  |frequenzy: 1
NamedEntity-Miscellanies: Stichtages |frequenzy: 1
NamedEntity-Miscellanies: Reichsmark |frequenzy: 1
NamedEntity-Miscellanies: Élysée-Vertrages 2 0 |frequenzy: 1
NamedEntity-Miscellanies: Lockdown-Geschwafel |frequenzy: 1
NamedEntity-Miscellanies: Zukunftsvertrages |frequenzy: 1
NamedEntity-Miscellanies: Linken das Herz |frequenzy: 1
NamedEntity-Miscellanies: Null-Fehler-Autos |frequenzy: 1
NamedEntity-Miscellanies: Beifallklatschen |frequenzy: 1
NamedEntity-Miscellanies: unkon­trollierten Entwicklungen |frequenzy: 1
NamedEntity-Miscellanies: Die Freiheit der Meere |frequenzy: 1
NamedEntity-Miscellanies: Die Leistungsbezieher |frequenzy: 1
NamedEntity-Miscellanies: Corona-Sofortprogramm  |frequenzy: 1
NamedEntity-Miscellanies: Panzers |frequenzy: 1
NamedEntity-Miscellanies: Nie wieder Rettungen von Banken mit |frequenzy: 1
NamedEntity-Miscellanies: Fächern Darstellende Kunst |frequenzy: 1
NamedEntity-Miscellanies: Entscheidungswillen der Bundesregierung |frequenzy: 1
NamedEntity-Miscellanies: Akkordlöhnen |frequenzy: 1
NamedEntity-Miscellanies: Umweltetats  |frequenzy: 1
NamedEntity-Miscellanies: Sea Guardian  |frequenzy: 1
NamedEntity-Miscellanies: Annen hingewiesen  |frequenzy: 1
NamedEntity-Miscellanies: 10 Milliarden Euro |frequenzy: 1
NamedEntity-Miscellanies: Fall von Kurzarbeit |frequenzy: 1
NamedEntity-Miscellanies: Allein im Jahr 2019 |frequenzy: 1
NamedEntity-Miscellanies: Polizei Tag für Tag |frequenzy: 1
NamedEntity-Miscellanies: Ausländermaut |frequenzy: 1
NamedEntity-Miscellanies: Liste der VN-Sonderberichterstatterin über die Menschenrechtsverletzungen |frequenzy: 1
NamedEntity-Miscellanies: Lex Apple |frequenzy: 1
NamedEntity-Miscellanies: bulgarisch-türkischen |frequenzy: 1
NamedEntity-Miscellanies: Das können wir |frequenzy: 1
NamedEntity-Miscellanies: Uniting for Peace |frequenzy: 1
NamedEntity-Miscellanies: NO 2 -Werte |frequenzy: 1
NamedEntity-Miscellanies: VN-Prozess |frequenzy: 1
NamedEntity-Miscellanies: Außer-Haus-Verpflegungen |frequenzy: 1
NamedEntity-Miscellanies: Die Verteidigungspolitiker |frequenzy: 1
NamedEntity-Miscellanies: Das finde ich eben |frequenzy: 1
NamedEntity-Miscellanies: Anteils junger Menschen ohne Berufsabschluss |frequenzy: 1
NamedEntity-Miscellanies: NATO auf Krieg |frequenzy: 1
NamedEntity-Miscellanies: Gastländer |frequenzy: 1
NamedEntity-Miscellanies: Computermodelle |frequenzy: 1
NamedEntity-Miscellanies: MLI-Verfahren |frequenzy: 1
NamedEntity-Miscellanies: Spezial-AIFs |frequenzy: 1
NamedEntity-Miscellanies: Freisprüchen |frequenzy: 1
NamedEntity-Miscellanies: Gedächtnistraining und Ähnliches |frequenzy: 1
NamedEntity-Miscellanies: Die Beantwortung dieser Frage |frequenzy: 1
NamedEntity-Miscellanies: Kommissionsvorschläge |frequenzy: 1
NamedEntity-Miscellanies: Pflegebedürftigen am Lebensabend |frequenzy: 1
NamedEntity-Miscellanies: Globaler Pakt für Migration  |frequenzy: 1
NamedEntity-Miscellanies: UN-Konvention für Menschenrechte |frequenzy: 1
NamedEntity-Miscellanies: 6  Mai 2014 |frequenzy: 1
NamedEntity-Miscellanies: Sozialistischen |frequenzy: 1
NamedEntity-Miscellanies: derBank |frequenzy: 1
NamedEntity-Miscellanies: BND-eigene Überwachungssatelliten |frequenzy: 1
NamedEntity-Miscellanies: Der öffentliche Dienst |frequenzy: 1
NamedEntity-Miscellanies: Das verhindert die Gefahr von Steuerverschwendung |frequenzy: 1
NamedEntity-Miscellanies: Ein Bonus |frequenzy: 1
NamedEntity-Miscellanies: Hamburger Drittelmix |frequenzy: 1
NamedEntity-Miscellanies: verspüren – Hören |frequenzy: 1
NamedEntity-Miscellanies: Shampoos  |frequenzy: 1
NamedEntity-Miscellanies: ISDN Weltmarktführer |frequenzy: 1
NamedEntity-Miscellanies: Pfingstfest |frequenzy: 1
NamedEntity-Miscellanies: Ich kenne all |frequenzy: 1
NamedEntity-Miscellanies: Sitzungswoche  |frequenzy: 1
NamedEntity-Miscellanies: kameradschaftliche Zeit |frequenzy: 1
NamedEntity-Miscellanies: The Britains should |frequenzy: 1
NamedEntity-Miscellanies: Ausländerzentralregisters  |frequenzy: 1
NamedEntity-Miscellanies: Medizinische Fakultätentag |frequenzy: 1
NamedEntity-Miscellanies: Unsere Marine  |frequenzy: 1
NamedEntity-Miscellanies: Special-­Olympics-Weltspiele |frequenzy: 1
NamedEntity-Miscellanies: NebeneinkünftenHunderttausende |frequenzy: 1
NamedEntity-Miscellanies: Krieg zwischen den Völkern |frequenzy: 1
NamedEntity-Miscellanies: Der Cum/Ex-Skandal |frequenzy: 1
NamedEntity-Miscellanies: Tag für Tag unter Beweis |frequenzy: 1
NamedEntity-Miscellanies: Aachener Vertrag der Regierungen |frequenzy: 1
NamedEntity-Miscellanies: IW Köln |frequenzy: 1
NamedEntity-Miscellanies: AfD Zurück |frequenzy: 1
NamedEntity-Miscellanies: hippokratischen |frequenzy: 1
NamedEntity-Miscellanies: AfD Natürlich |frequenzy: 1
NamedEntity-Miscellanies: NOK I |frequenzy: 1
NamedEntity-Miscellanies: Ziehsohn |frequenzy: 1
NamedEntity-Miscellanies: meine ich |frequenzy: 1
NamedEntity-Miscellanies: Die Verteidiger der |frequenzy: 1
NamedEntity-Miscellanies: Unser Rentensystem |frequenzy: 1
NamedEntity-Miscellanies: Betrugsfall P & R |frequenzy: 1
NamedEntity-Miscellanies: Attentat in dem Camp Koulikoro |frequenzy: 1
NamedEntity-Miscellanies: nordamerikanischem |frequenzy: 1
NamedEntity-Miscellanies: Behandlungsprozesse |frequenzy: 1
NamedEntity-Miscellanies: Debatte über Nachhaltigkeit |frequenzy: 1
NamedEntity-Miscellanies: Invalidenpark |frequenzy: 1
NamedEntity-Miscellanies: Attentat auf die CDU-Oberbürgermeisterkandidatin |frequenzy: 1
NamedEntity-Miscellanies: Bereichen Schritte |frequenzy: 1
NamedEntity-Miscellanies: Tag leiden Tausende Tiere |frequenzy: 1
NamedEntity-Miscellanies: AfD-Funktionär |frequenzy: 1
NamedEntity-Miscellanies: so –  |frequenzy: 1
NamedEntity-Miscellanies: Die Wertgrenze |frequenzy: 1
NamedEntity-Miscellanies: CSU-Ministerien |frequenzy: 1
NamedEntity-Miscellanies: Mancher Logenverein |frequenzy: 1
NamedEntity-Miscellanies: Tausendfach  |frequenzy: 1
NamedEntity-Miscellanies: BMG-Gutachtens |frequenzy: 1
NamedEntity-Miscellanies: Zwischenziele |frequenzy: 1
NamedEntity-Miscellanies: Todessern |frequenzy: 1
NamedEntity-Miscellanies: AfD Bekanntlich |frequenzy: 1
NamedEntity-Miscellanies: Parlamentssekretariat |frequenzy: 1
NamedEntity-Miscellanies: ICE-Tempo |frequenzy: 1
NamedEntity-Miscellanies: Jahr Amazon |frequenzy: 1
NamedEntity-Miscellanies: Good inseipt is halv |frequenzy: 1
NamedEntity-Miscellanies: Plenar­sitzung |frequenzy: 1
NamedEntity-Miscellanies: Ölausbeutung 75 |frequenzy: 1
NamedEntity-Miscellanies: Duell |frequenzy: 1
NamedEntity-Miscellanies: Ausgleich von Unterschieden |frequenzy: 1
NamedEntity-Miscellanies: Deutsch-Russischen Jahr |frequenzy: 1
NamedEntity-Miscellanies: Bundesstatistikgesetzes |frequenzy: 1
NamedEntity-Miscellanies: Elternliebe |frequenzy: 1
NamedEntity-Miscellanies: Vertrag von Sotschi |frequenzy: 1
NamedEntity-Miscellanies: Cum/Cum- und Cum/Ex-Gestaltungen |frequenzy: 1
NamedEntity-Miscellanies: Mediathek des Deutschen Bundestags |frequenzy: 1
NamedEntity-Miscellanies: AGS |frequenzy: 1
NamedEntity-Miscellanies: Leistungsersteller |frequenzy: 1
NamedEntity-Miscellanies: Antifreihandel |frequenzy: 1
NamedEntity-Miscellanies: MeckPomm |frequenzy: 1
NamedEntity-Miscellanies: verkehrsträger­übergreifend |frequenzy: 1
NamedEntity-Miscellanies: Propagandamaschine  |frequenzy: 1
NamedEntity-Miscellanies: Einwegverpackung |frequenzy: 1
NamedEntity-Miscellanies: A I |frequenzy: 1
NamedEntity-Miscellanies: Klößeessen |frequenzy: 1
NamedEntity-Miscellanies: Buch |frequenzy: 1
NamedEntity-Miscellanies: Iran-Kenner |frequenzy: 1
NamedEntity-Miscellanies: israelisch-palästinensische |frequenzy: 1
NamedEntity-Miscellanies: UTOPOLIS |frequenzy: 1
NamedEntity-Miscellanies: Weil ich den Eindruck |frequenzy: 1
NamedEntity-Miscellanies: libysche Bürgerkrieg |frequenzy: 1
NamedEntity-Miscellanies: Deutschlands 42 |frequenzy: 1
NamedEntity-Miscellanies: Ihres Machterhaltes |frequenzy: 1
NamedEntity-Miscellanies: CSU Die |frequenzy: 1
NamedEntity-Miscellanies: mutmaßlicher |frequenzy: 1
NamedEntity-Miscellanies: Die Verwaltung |frequenzy: 1
NamedEntity-Miscellanies: Alleine Greenpeace Deutschland |frequenzy: 1
NamedEntity-Miscellanies: MDR-Richtlinie |frequenzy: 1
NamedEntity-Miscellanies: Ein wichtiges Prinzip der Demokratie |frequenzy: 1
NamedEntity-Miscellanies: Gesetz 1999 |frequenzy: 1
NamedEntity-Miscellanies: Heilsbringern |frequenzy: 1
NamedEntity-Miscellanies: Non-Hodgkin-Syndrom |frequenzy: 1
NamedEntity-Miscellanies: Dramatisch |frequenzy: 1
NamedEntity-Miscellanies: 95 Gigawatt |frequenzy: 1
NamedEntity-Miscellanies: Im Augenblick |frequenzy: 1
NamedEntity-Miscellanies: eHealth-Gesetz |frequenzy: 1
NamedEntity-Miscellanies: Anti-Pädophilie-Gesetz |frequenzy: 1
NamedEntity-Miscellanies: Exports |frequenzy: 1
NamedEntity-Miscellanies: Disposition;das weiß |frequenzy: 1
NamedEntity-Miscellanies: Kommissionsvorschlägen |frequenzy: 1
NamedEntity-Miscellanies: Kapp-Putsch |frequenzy: 1
NamedEntity-Miscellanies: Pro Asyl |frequenzy: 1
NamedEntity-Miscellanies: Reha-Rettungsschirm |frequenzy: 1
NamedEntity-Miscellanies: Frieden ist ohne Sicherheit |frequenzy: 1
NamedEntity-Miscellanies: Ergebnisses des Tarifabschlusses |frequenzy: 1
NamedEntity-Miscellanies: 70 Jahre NATO! |frequenzy: 1
NamedEntity-Miscellanies: imAbgeordnetengesetz |frequenzy: 1
NamedEntity-Miscellanies: KfW-Kredit |frequenzy: 1
NamedEntity-Miscellanies: Das kann ich an Sie |frequenzy: 1
NamedEntity-Miscellanies: Was Hänschen |frequenzy: 1
NamedEntity-Miscellanies: Bereichen  |frequenzy: 1
NamedEntity-Miscellanies: Zentralen Informationsstelle Sporteinsätze |frequenzy: 1
NamedEntity-Miscellanies: Nebenstrafrechts |frequenzy: 1
NamedEntity-Miscellanies: Absatz 2 |frequenzy: 1
NamedEntity-Miscellanies: Kfz-Rennen |frequenzy: 1
NamedEntity-Miscellanies: Null-Zins-Geld |frequenzy: 1
NamedEntity-Miscellanies: Pakt um die Menschenrechte von Flüchtlingen und Migranten |frequenzy: 1
NamedEntity-Miscellanies: KfW-Schnellkredite |frequenzy: 1
NamedEntity-Miscellanies: faschistischen Putschversuch |frequenzy: 1
NamedEntity-Miscellanies: ist;es |frequenzy: 1
NamedEntity-Miscellanies: acht Jahre von dem Zeitpunkt |frequenzy: 1
NamedEntity-Miscellanies: Ein marxistisches System |frequenzy: 1
NamedEntity-Miscellanies: preußischer |frequenzy: 1
NamedEntity-Miscellanies: Deutsche Landkreistag |frequenzy: 1
NamedEntity-Miscellanies: Das haben unsere Kinder |frequenzy: 1
NamedEntity-Miscellanies: Praxiskliniken |frequenzy: 1
NamedEntity-Miscellanies: THTR |frequenzy: 1
NamedEntity-Miscellanies: Solange Europa |frequenzy: 1
NamedEntity-Miscellanies: Vertretern der Reisebüros |frequenzy: 1
NamedEntity-Miscellanies: SED-Systemunrechts |frequenzy: 1
NamedEntity-Miscellanies: Haushaltsrelevant |frequenzy: 1
NamedEntity-Miscellanies: LGBT-Menschen |frequenzy: 1
NamedEntity-Miscellanies: EKF  |frequenzy: 1
